Loan Identifier|Loan Correction Indicator|Prefix|Security Identifier|CUSIP|Mortgage Loan Amount|Issuance Investor Loan UPB|Current Investor Loan UPB|Amortization Type|Original Interest Rate|Issuance Interest Rate|Current Interest Rate|Issuance Net Interest Rate|Current Net Interest Rate|First Payment Date|Maturity Date|Loan Term|Remaining Months to Maturity|Loan Age|Loan-To-Value (LTV)|Combined Loan-To-Value (CLTV)|Debt-To-Income (DTI)|Borrower Credit Score|Filler|Filler|Filler|Number of Borrowers|First Time Home Buyer Indicator|Loan Purpose|Occupancy Status|Number of Units|Property Type|Channel|Property State|Seller Name|Servicer Name|Mortgage Insurance Percent|Mortgage Insurance Cancellation Indicator|Government Insured Guarantee|Assumability Indicator|Interest Only Loan Indicator|Interest Only First Principal and Interest Payment Date|Months to Amortization|Prepayment Penalty Indicator|Prepayment Penalty Total Term|Index|Mortgage Margin|MBS PC Margin|Interest Rate Adjustment Frequency|Interest Rate Lookback|Interest Rate Rounding Method|Interest Rate Rounding Method Percent|Convertibility Indicator|Initial Fixed Rate Period|Next Interest Rate Adjustment Date|Months to Next Interest Rate Adjustment Date|Life Ceiling Interest Rate|Life Ceiling Net Interest Rate|Life Floor Interest Rate|Life Floor Net Interest Rate|Initial Interest Rate Cap Up Percent|Initial Interest Rate Cap Down Percent|Periodic Interest Rate Cap Up Percent|Periodic Interest Rate Cap Down Percent|Modification Program|Modification Type|Number of Modifications|Total Capitalized Amount|Interest Bearing Mortgage Loan Amount|Original Deferred Amount|Current Deferred UPB|Loan Age As Of Modification|Estimated Loan-To-Value (ELTV)|Updated Credit Score|Filler|Interest Rate Step Indicator|Initial Step Fixed-Rate Period|Total Number of Steps|Number of Remaining Steps|Next Step Rate|Terminal Step Rate|Terminal Step Date|Step Rate Adjustment Frequency|Next Step Rate Adjustment Date|Months to Next Step Rate Adjustment Date|Periodic Step Cap Up Percent|Origination Mortgage Loan Amount|Origination Interest Rate|Origination Amortization Type|Origination Interest Only Loan Indicator|Origination First Payment Date|Origination Maturity Date|Origination Loan Term|Origination Loan-To-Value (LTV)|Origination Combined Loan-To-Value (CLTV)|Origination Debt-To-Income Ratio|Origination Credit Score|Filler|Filler|Filler|Origination Loan Purpose|Origination Occupancy Status|Origination Channel|Days Delinquent|Loan Performance History|Loan Participation Percent|Property Valuation Method|Alternative Delinquency Resolution|Number of Alternative Delinquency Resolutions|Total Deferral Amount|Borrower Assistance Plan|Seller City|Seller State|Servicer City|Servicer State|Special Eligibility Program
U90133000136|No|U9|U90133|3132H3EE9|102000.00|102000.00|62592.11|Fixed|4.375|4.375|4.375|4.000|4.000|082012|072042|360|164|128|131|131|33|647||||2|No|Refinance - No Cash Out|Primary Home|1|Single Family|Retail|GA|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|No MI|Not Applicable||No|No|||No||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Current|||Not Available|Not Applicable|0|0.00|NOT APPLICABLE|COLUMBUS|OH|JERSEY CITY|NJ|7
U90133000141|No|U9|U90133|3132H3EE9|252000.00|252000.00|193896.28|Fixed|4.375|4.375|4.375|4.000|4.000|082012|072042|360|227|128|220|220|47|705||||1|No|Refinance - No Cash Out|Primary Home|1|Single Family|Retail|FL|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|NATIONSTAR MORTGAGE, LLC|No MI|Not Applicable||No|No|||No||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Current|||Not Available|Not Applicable|0|0.00|NOT APPLICABLE|COLUMBUS|OH|COPPELL|TX|7
U90133000143|No|U9|U90133|3132H3EE9|60000.00|60000.00|46719.84|Fixed|4.500|4.500|4.500|4.000|4.000|082012|072042|360|228|128|166|166|26|820||||1|No|Refinance - No Cash Out|Primary Home|1|Condominium|Retail|FL|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|No MI|Not Applicable||No|No|||No||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Current|||Not Available|Not Applicable|0|0.00|NOT APPLICABLE|COLUMBUS|OH|JERSEY CITY|NJ|7
U90133000144|No|U9|U90133|3132H3EE9|211000.00|211000.00|146078.47|Fixed|4.250|4.250|4.250|4.000|4.000|082012|072042|360|196|128|169|169|41|727||||2|No|Refinance - No Cash Out|Primary Home|1|Single Family|Retail|CA|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|No MI|Not Applicable||No|No|||No||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Current|||Not Available|Not Applicable|0|0.00|NOT APPLICABLE|COLUMBUS|OH|JERSEY CITY|NJ|7
U90133000147|No|U9|U90133|3132H3EE9|108000.00|108000.00|84386.62|Fixed|4.375|4.375|4.375|4.000|4.000|082012|072042|360|232|128|140|140|999|479||||2|No|Refinance - No Cash Out|Primary Home|1|Single Family|Retail|FL|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|NATIONSTAR MORTGAGE, LLC|No MI|Not Applicable||No|No|||No||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Current|||Not Available|Not Applicable|0|0.00|NOT APPLICABLE|COLUMBUS|OH|COPPELL|TX|7
U90133000148|No|U9|U90133|3132H3EE9|92000.00|92000.00|71794.35|Fixed|4.500|4.500|4.500|4.000|4.000|082012|072042|360|232|128|160|160|31|788||||1|No|Refinance - No Cash Out|Primary Home|1|Single Family|Retail|FL|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|17|No||No|No|||No||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Current|||Not Available|Not Applicable|0|0.00|NOT APPLICABLE|COLUMBUS|OH|JERSEY CITY|NJ|7
U90133000150|No|U9|U90133|3132H3EE9|181000.00|181000.00|140196.16|Fixed|4.250|4.250|4.250|4.000|4.000|082012|072042|360|232|128|156|156|35|710||||1|No|Refinance - No Cash Out|Primary Home|1|Single Family|Retail|CA|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|NATIONSTAR MORTGAGE, LLC|No MI|Not Applicable||No|No|||No||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Current|||Not Available|Not Applicable|0|0.00|NOT APPLICABLE|COLUMBUS|OH|COPPELL|TX|7
U90133000155|No|U9|U90133|3132H3EE9|283000.00|283000.00|219846.27|Fixed|4.250|4.250|4.250|4.000|4.000|082012|072042|360|232|128|200|200|47|814||||2|No|Refinance - No Cash Out|Primary Home|1|Single Family|Retail|MD|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|NATIONSTAR MORTGAGE, LLC|12|No||No|No|||No||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Current|||Not Available|Not Applicable|0|0.00|NOT APPLICABLE|COLUMBUS|OH|COPPELL|TX|7
U90133000160|No|U9|U90133|3132H3EE9|201000.00|201000.00|135283.91|Fixed|4.250|4.250|4.250|4.000|4.000|082012|072042|360|189|128|160|160|29|781||||1|No|Refinance - No Cash Out|Primary Home|1|Single Family|Retail|CA|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|No MI|Not Applicable||No|No|||No||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Current|||Not Available|Not Applicable|0|0.00|NOT APPLICABLE|COLUMBUS|OH|JERSEY CITY|NJ|7
U90133000161|No|U9|U90133|3132H3EE9|165000.00|165000.00|121094.18|Fixed|4.250|4.250|4.250|4.000|4.000|082012|072042|360|214|128|158|158|13|744||||2|No|Refinance - No Cash Out|Primary Home|1|Single Family|Retail|CA|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|No MI|Not Applicable||No|No|||No||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Current|||Not Available|Not Applicable|0|0.00|NOT APPLICABLE|COLUMBUS|OH|JERSEY CITY|NJ|7
U90133000164|No|U9|U90133|3132H3EE9|118000.00|118000.00|91892.37|Fixed|4.375|4.375|4.375|4.000|4.000|082012|072042|360|232|128|154|154|36|689||||2|No|Refinance - No Cash Out|Primary Home|1|Single Family|Retail|FL|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|NATIONSTAR MORTGAGE, LLC|No MI|Not Applicable||No|No|||No||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Current|||Not Available|Not Applicable|0|0.00|NOT APPLICABLE|COLUMBUS|OH|COPPELL|TX|7
U90133000165|No|U9|U90133|3132H3EE9|199000.00|199000.00|152872.78|Fixed|4.250|4.250|4.250|4.000|4.000|082012|072042|360|228|128|136|136|999|708||||2|No|Refinance - No Cash Out|Primary Home|1|Single Family|Retail|CA|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|No MI|Not Applicable||No|No|||No||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Current|||Not Available|Not Applicable|0|0.00|NOT APPLICABLE|COLUMBUS|OH|JERSEY CITY|NJ|7
U90133000169|No|U9|U90133|3132H3EE9|158000.00|158000.00|117068.25|Fixed|4.250|4.250|4.250|4.000|4.000|082012|072042|360|216|128|205|205|35|722||||1|No|Refinance - No Cash Out|Primary Home|1|Single Family|Retail|FL|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|NATIONSTAR MORTGAGE, LLC|No MI|Not Applicable||No|No|||No||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Current|||Not Available|Not Applicable|0|0.00|NOT APPLICABLE|COLUMBUS|OH|COPPELL|TX|7
U90133000171|No|U9|U90133|3132H3EE9|52000.00|52000.00|40435.87|Fixed|4.500|4.500|4.500|4.000|4.000|082012|072042|360|232|128|139|139|999|664||||1|No|Refinance - No Cash Out|Primary Home|1|Single Family|Retail|MI|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|NATIONSTAR MORTGAGE, LLC|No MI|Not Applicable||No|No|||No||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Current|||Not Available|Not Applicable|0|0.00|NOT APPLICABLE|COLUMBUS|OH|COPPELL|TX|7
U90133000173|No|U9|U90133|3132H3EE9|147000.00|147000.00|111775.86|Fixed|4.375|4.375|4.375|4.000|4.000|082012|072042|360|222|128|143|143|33|747||||2|No|Refinance - No Cash Out|Primary Home|1|Single Family|Retail|CA|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|No MI|Not Applicable||No|No|||No||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Current|||Not Available|Not Applicable|0|0.00|NOT APPLICABLE|COLUMBUS|OH|JERSEY CITY|NJ|7
U90133000175|No|U9|U90133|3132H3EE9|117000.00|117000.00|89890.64|Fixed|4.375|4.375|4.375|4.000|4.000|082012|072042|360|227|128|195|195|33|698||||1|No|Refinance - No Cash Out|Primary Home|1|Single Family|Retail|GA|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|NATIONSTAR MORTGAGE, LLC|No MI|Not Applicable||No|No|||No||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Current|||Not Available|Not Applicable|0|0.00|NOT APPLICABLE|COLUMBUS|OH|COPPELL|TX|7
U90133000178|No|U9|U90133|3132H3EE9|167000.00|167000.00|129755.83|Fixed|4.250|4.250|4.250|4.000|4.000|082012|072042|360|232|128|140|140|36|683||||2|No|Refinance - No Cash Out|Primary Home|1|Single Family|Retail|CA|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|No MI|Not Applicable||No|No|||No||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Current|||Not Available|Not Applicable|0|0.00|NOT APPLICABLE|COLUMBUS|OH|JERSEY CITY|NJ|7
U90133000181|No|U9|U90133|3132H3EE9|113000.00|113000.00|87620.72|Fixed|4.375|4.375|4.375|4.000|4.000|082012|072042|360|229|128|151|151|999|538||||1|No|Refinance - No Cash Out|Primary Home|1|Single Family|Retail|FL|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|NATIONSTAR MORTGAGE, LLC|No MI|Not Applicable||No|No|||No||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Current|||Not Available|Not Applicable|0|0.00|NOT APPLICABLE|COLUMBUS|OH|COPPELL|TX|7
U90133000185|No|U9|U90133|3132H3EE9|180000.00|180000.00|139758.33|Fixed|4.250|4.250|4.250|4.000|4.000|082012|072042|360|232|128|141|141|25|583||||2|No|Refinance - No Cash Out|Primary Home|1|Single Family|Retail|CA|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|NATIONSTAR MORTGAGE, LLC|No MI|Not Applicable||No|No|||No||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Current|||Not Available|Not Applicable|0|0.00|NOT APPLICABLE|COLUMBUS|OH|COPPELL|TX|7
U90133000187|No|U9|U90133|3132H3EE9|105000.00|105000.00|80150.00|Fixed|4.375|4.375|4.375|4.000|4.000|082012|072042|360|224|128|173|173|35|731||||1|No|Refinance - No Cash Out|Primary Home|1|Single Family|Retail|FL|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|No MI|Not Applicable||No|No|||No||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Current|||Not Available|Not Applicable|0|0.00|NOT APPLICABLE|COLUMBUS|OH|JERSEY CITY|NJ|7
U90133000197|No|U9|U90133|3132H3EE9|180000.00|180000.00|140852.65|Fixed|4.375|4.375|4.375|4.000|4.000|082012|072042|360|232|128|137|137|48|804||||2|No|Refinance - No Cash Out|Primary Home|1|Single Family|Retail|CA|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|35|No||No|No|||No||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Current|||Not Available|Not Applicable|0|0.00|NOT APPLICABLE|COLUMBUS|OH|JERSEY CITY|NJ|7
U90133000199|No|U9|U90133|3132H3EE9|270000.00|270000.00|209578.12|Fixed|4.375|4.375|4.375|4.000|4.000|082012|072042|360|231|128|159|159|999|713||||1|No|Refinance - No Cash Out|Primary Home|2|Single Family|Retail|CA|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|No MI|Not Applicable||No|No|||No||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Current|||Not Available|Not Applicable|0|0.00|NOT APPLICABLE|COLUMBUS|OH|JERSEY CITY|NJ|7
U90133000203|No|U9|U90133|3132H3EE9|329000.00|329000.00|256474.76|Fixed|4.250|4.250|4.250|4.000|4.000|092012|082042|360|233|127|240|240|51|591||||2|No|Refinance - No Cash Out|Primary Home|1|Single Family|Retail|CA|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|No MI|Not Applicable||No|No|||No||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Current|||Not Available|COVID-19 Payment Deferral|4|17000.00|NOT APPLICABLE|COLUMBUS|OH|JERSEY CITY|NJ|7
U90133000205|No|U9|U90133|3132H3EE9|363000.00|363000.00|283269.20|Fixed|4.375|4.375|4.375|4.000|4.000|082012|072042|360|232|128|137|137|32|655||||1|No|Refinance - No Cash Out|Primary Home|1|Single Family|Retail|CA|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|NATIONSTAR MORTGAGE, LLC|No MI|Not Applicable||No|No|||No||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Current|||Not Available|Not Applicable|0|0.00|NOT APPLICABLE|COLUMBUS|OH|COPPELL|TX|7
U90133000209|No|U9|U90133|3132H3EE9|264000.00|263000.00|204033.23|Fixed|4.375|4.375|4.375|4.000|4.000|082012|072042|360|229|128|135|135|43|732||||2|No|Refinance - No Cash Out|Primary Home|1|Planned Unit|Retail|AZ|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|No MI|Not Applicable||No|No|||No||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Current|||Not Available|Not Applicable|0|0.00|NOT APPLICABLE|COLUMBUS|OH|JERSEY CITY|NJ|7
U90133000211|No|U9|U90133|3132H3EE9|193000.00|193000.00|150404.91|Fixed|4.375|4.375|4.375|4.000|4.000|082012|072042|360|232|128|183|183|33|733||||2|No|Refinance - No Cash Out|Primary Home|1|Single Family|Retail|AZ|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|NATIONSTAR MORTGAGE, LLC|No MI|Not Applicable||No|No|||No||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Current|||Not Available|Not Applicable|0|0.00|NOT APPLICABLE|COLUMBUS|OH|COPPELL|TX|7
U90133000213|No|U9|U90133|3132H3EE9|330000.00|330000.00|256241.06|Fixed|4.250|4.250|4.250|4.000|4.000|082012|072042|360|232|128|147|147|999|697||||1|No|Refinance - No Cash Out|Primary Home|1|Single Family|Retail|CA|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|NATIONSTAR MORTGAGE, LLC|No MI|Not Applicable||No|No|||No||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Current|||Not Available|Not Applicable|0|0.00|NOT APPLICABLE|COLUMBUS|OH|COPPELL|TX|7
U90133000214|No|U9|U90133|3132H3EE9|323000.00|322000.00|251225.52|Fixed|4.375|4.375|4.375|4.000|4.000|082012|072042|360|232|128|130|130|999|678||||2|No|Refinance - No Cash Out|Primary Home|1|Planned Unit|Retail|CA|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|No MI|Not Applicable||No|No|||No||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Current|||Not Available|Not Applicable|0|0.00|NOT APPLICABLE|COLUMBUS|OH|JERSEY CITY|NJ|7
U90133000221|No|U9|U90133|3132H3EE9|128000.00|128000.00|99940.05|Fixed|4.375|4.375|4.375|4.000|4.000|082012|072042|360|232|128|152|152|31|669||||2|No|Refinance - No Cash Out|Primary Home|1|Planned Unit|Retail|AZ|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|No MI|Not Applicable||No|No|||No||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Current|||Not Available|Not Applicable|0|0.00|NOT APPLICABLE|COLUMBUS|OH|JERSEY CITY|NJ|7
U90133000225|No|U9|U90133|3132H3EE9|160000.00|160000.00|102584.23|Fixed|4.375|4.375|4.375|4.000|4.000|082012|072042|360|174|128|140|140|45|717||||2|No|Refinance - No Cash Out|Primary Home|1|Planned Unit|Retail|FL|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|NATIONSTAR MORTGAGE, LLC|No MI|Yes||No|No|||No||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Current|||Not Available|Not Applicable|0|0.00|NOT APPLICABLE|COLUMBUS|OH|COPPELL|TX|7
U90133000231|No|U9|U90133|3132H3EE9|143000.00|143000.00|110289.10|Fixed|4.375|4.375|4.375|4.000|4.000|082012|072042|360|227|128|132|132|999|619||||2|No|Refinance - No Cash Out|Primary Home|1|Single Family|Retail|FL|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|NATIONSTAR MORTGAGE, LLC|No MI|Not Applicable||No|No|||No||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Current|||Not Available|Not Applicable|0|0.00|NOT APPLICABLE|COLUMBUS|OH|COPPELL|TX|7
U90133000232|No|U9|U90133|3132H3EE9|211000.00|211000.00|163718.19|Fixed|4.375|4.375|4.375|4.000|4.000|082012|072042|360|231|128|136|136|999|646||||1|No|Refinance - No Cash Out|Primary Home|1|Single Family|Retail|CA|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|NATIONSTAR MORTGAGE, LLC|No MI|Not Applicable||No|No|||No||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Current|||Not Available|Not Applicable|0|0.00|NOT APPLICABLE|COLUMBUS|OH|COPPELL|TX|7
U90133000246|No|U9|U90133|3132H3EE9|90000.00|90000.00|66444.97|Fixed|4.500|4.500|4.500|4.000|4.000|082012|072042|360|212|128|128|128|15|774||||1|No|Refinance - No Cash Out|Primary Home|1|Condominium|Retail|CT|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|NATIONSTAR MORTGAGE, LLC|No MI|Not Applicable||No|No|||No||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Current|||Not Available|Not Applicable|0|0.00|NOT APPLICABLE|COLUMBUS|OH|COPPELL|TX|7
U90133000249|No|U9|U90133|3132H3EE9|260000.00|260000.00|199228.56|Fixed|4.375|4.375|4.375|4.000|4.000|082012|072042|360|225|128|157|157|19|671||||2|No|Refinance - No Cash Out|Primary Home|1|Single Family|Retail|FL|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|No MI|Not Applicable||No|No|||No||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Current|||Not Available|Not Applicable|0|0.00|NOT APPLICABLE|COLUMBUS|OH|JERSEY CITY|NJ|7
U90133000253|No|U9|U90133|3132H3EE9|103000.00|103000.00|79487.93|Fixed|4.500|4.500|4.500|4.000|4.000|082012|072042|360|227|128|137|137|42|789||||1|No|Refinance - No Cash Out|Secondary Home|1|Planned Unit|Retail|AZ|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|25|No||No|No|||No||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Current|||Not Available|Not Applicable|0|0.00|NOT APPLICABLE|COLUMBUS|OH|JERSEY CITY|NJ|7
U90133000259|No|U9|U90133|3132H3EE9|119000.00|119000.00|92565.18|Fixed|4.500|4.500|4.500|4.000|4.000|082012|072042|360|228|128|138|138|33|709||||2|No|Refinance - No Cash Out|Primary Home|1|Planned Unit|Retail|CA|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|No MI|Not Applicable||No|No|||No||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Current|||Not Available|Not Applicable|0|0.00|NOT APPLICABLE|COLUMBUS|OH|JERSEY CITY|NJ|7
U90133000261|No|U9|U90133|3132H3EE9|185000.00|185000.00|141569.89|Fixed|4.375|4.375|4.375|4.000|4.000|082012|072042|360|225|128|177|177|999|697||||2|No|Refinance - No Cash Out|Primary Home|1|Condominium|Retail|FL|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|NATIONSTAR MORTGAGE, LLC|No MI|Not Applicable||No|No|||No||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Current|||Not Available|COVID-19 Payment Deferral|1|3000.00|NOT APPLICABLE|COLUMBUS|OH|COPPELL|TX|7
U90133000264|No|U9|U90133|3132H3EE9|237000.00|237000.00|184734.32|Fixed|4.375|4.375|4.375|4.000|4.000|082012|072042|360|232|128|257|257|25|709||||1|No|Refinance - No Cash Out|Primary Home|1|Single Family|Retail|FL|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|No MI|Not Applicable||No|No|||No||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Current|||Not Available|Not Applicable|0|0.00|NOT APPLICABLE|COLUMBUS|OH|JERSEY CITY|NJ|7
U90133000266|No|U9|U90133|3132H3EE9|206000.00|206000.00|148983.09|Fixed|4.250|4.250|4.250|4.000|4.000|082012|072042|360|208|128|135|135|37|676||||2|No|Refinance - No Cash Out|Primary Home|1|Single Family|Retail|MI|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|NATIONSTAR MORTGAGE, LLC|No MI|Not Applicable||No|No|||No||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Current|||Not Available|Not Applicable|0|0.00|NOT APPLICABLE|COLUMBUS|OH|COPPELL|TX|7
U90133000268|No|U9|U90133|3132H3EE9|202000.00|202000.00|157292.44|Fixed|4.250|4.250|4.250|4.000|4.000|092012|082042|360|233|127|156|156|62|680||||1|No|Refinance - No Cash Out|Primary Home|1|Condominium|Retail|FL|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|NATIONSTAR MORTGAGE, LLC|No MI|Not Applicable||No|No|||No||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Current|||Not Available|Not Applicable|0|0.00|NOT APPLICABLE|COLUMBUS|OH|COPPELL|TX|7
U90133000269|No|U9|U90133|3132H3EE9|263000.00|263000.00|204955.89|Fixed|4.375|4.375|4.375|4.000|4.000|082012|072042|360|232|128|146|146|33|705||||1|No|Refinance - No Cash Out|Primary Home|3|Single Family|Retail|IL|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|NATIONSTAR MORTGAGE, LLC|No MI|Not Applicable||No|No|||No||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Current|||Not Available|Not Applicable|0|0.00|NOT APPLICABLE|COLUMBUS|OH|COPPELL|TX|7
U90133000270|No|U9|U90133|3132H3EE9|269000.00|269000.00|207024.54|Fixed|4.375|4.375|4.375|4.000|4.000|082012|072042|360|227|128|145|145|38|680||||1|No|Refinance - No Cash Out|Primary Home|1|Single Family|Retail|IL|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|No MI|Not Applicable||No|No|||No||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Current|||Not Available|Not Applicable|0|0.00|NOT APPLICABLE|COLUMBUS|OH|JERSEY CITY|NJ|7
U90133000271|No|U9|U90133|3132H3EE9|396000.00|396000.00|307568.38|Fixed|4.250|4.250|4.250|4.000|4.000|082012|072042|360|232|128|161|161|30|751||||2|No|Refinance - No Cash Out|Primary Home|1|Single Family|Retail|IL|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|NATIONSTAR MORTGAGE, LLC|No MI|Not Applicable||No|No|||No||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Current|||Not Available|Not Applicable|0|0.00|NOT APPLICABLE|COLUMBUS|OH|COPPELL|TX|7
U90133000274|No|U9|U90133|3132H3EE9|268000.00|268000.00|209886.36|Fixed|4.500|4.500|4.500|4.000|4.000|082012|072042|360|232|128|153|153|29|816||||1|No|Refinance - No Cash Out|Primary Home|1|Condominium|Retail|IL|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|NATIONSTAR MORTGAGE, LLC|25|No||No|No|||No||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Current|||Not Available|Not Applicable|0|0.00|NOT APPLICABLE|COLUMBUS|OH|COPPELL|TX|7
U90133000276|No|U9|U90133|3132H3EE9|176000.00|175000.00|136205.36|Fixed|4.500|4.500|4.500|4.000|4.000|082012|072042|360|227|128|156|156|999|810||||1|No|Refinance - No Cash Out|Primary Home|1|Single Family|Retail|IL|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|12|No||No|No|||No||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Current|||Not Available|Not Applicable|0|0.00|NOT APPLICABLE|COLUMBUS|OH|JERSEY CITY|NJ|7
